# Time-averaged data for fix stress_ave
# TimeStep v_strain_z v_strain_x v_strain_y v_stress_z
507000 0.0250775 -0.0107405 -0.00107202 40.2546
508000 0.0251275 -0.010649 -0.000268327 -40.7862
509000 0.0251775 -0.0145835 0.0005278 40.0618
510000 0.0252275 -0.0127544 0.00142457 62.5411
511000 0.0252775 -0.00924214 -0.0010151 94.2453
512000 0.0253275 -0.0113888 -0.000463142 35.1174
513000 0.0253775 -0.0116836 -0.00023388 39.029
514000 0.0254275 -0.0140088 0.00259086 31.6031
515000 0.0254775 -0.00927288 0.00071233 49.2175
516000 0.0255275 -0.0129564 0.00308113 41.0935
517000 0.0255775 -0.0159004 0.000819384 8.95786
518000 0.0256275 -0.0121291 -0.00376573 -1.21434
519000 0.0256775 -0.0139429 0.00134785 24.3003
520000 0.0257275 -0.0147164 0.0008911 9.69858
521000 0.0257775 -0.012222 0.00100264 49.0146
522000 0.0258275 -0.0110012 -0.00327072 24.1937
523000 0.0258775 -0.0151517 -0.000922966 23.8326
524000 0.0259275 -0.0142545 0.00156147 29.7428
525000 0.0259775 -0.00887672 -0.00208076 15.6088
526000 0.0260275 -0.0129034 0.0021814 31.7996
527000 0.0260775 -0.00878746 -0.0035506 29.287
528000 0.0261275 -0.00985083 -0.004157 11.5196
529000 0.0261775 -0.0135931 0.0020947 8.11442
530000 0.0262275 -0.0144283 0.0013149 43.4751
531000 0.0262775 -0.0100018 -0.00111455 16.8864
532000 0.0263275 -0.0139435 0.000350832 48.3092
533000 0.0263775 -0.014119 0.000242704 66.1572
534000 0.0264275 -0.0155337 -8.09449e-05 49.0402
535000 0.0264775 -0.0184493 0.000700604 46.2907
536000 0.0265275 -0.011661 -0.00393406 66.0684
537000 0.0265775 -0.0153384 0.00126745 24.5479
538000 0.0266275 -0.0132225 -0.00132061 57.708
539000 0.0266775 -0.0145413 0.00158777 27.6817
540000 0.0267275 -0.0170248 0.00246989 -1.82616
541000 0.0267775 -0.0162226 0.0033095 68.2704
542000 0.0268275 -0.0141933 -0.000222574 55.2829
543000 0.0268775 -0.0147867 -0.00170817 16.2421
544000 0.0269275 -0.0142971 0.000891194 17.4681
545000 0.0269775 -0.011728 -0.00397985 33.0036
546000 0.0270275 -0.0136692 -0.000507319 51.1406
547000 0.0270775 -0.013801 0.00463956 105.578
548000 0.0271275 -0.00983542 -0.00405252 46.6985
549000 0.0271775 -0.00946147 -0.00756135 -2.55184
550000 0.0272275 -0.0145056 0.000813227 115.379
551000 0.0272775 -0.0132836 -0.00198297 26.0067
552000 0.0273275 -0.0119911 -0.00204539 31.3639
553000 0.0273775 -0.0143892 -5.3129e-05 62.6006
554000 0.0274275 -0.0120273 -0.002125 109.886
555000 0.0274775 -0.0141245 0.0016527 93.3639
556000 0.0275275 -0.0127201 -0.00221213 -5.87931
557000 0.0275775 -0.0167034 0.00223401 31.8145
558000 0.0276275 -0.0123813 0.000923435 17.411
559000 0.0276775 -0.0111012 0.000510116 45.4849
560000 0.0277275 -0.0151578 -7.69678e-05 50.3499
561000 0.0277775 -0.0109492 -0.000381982 82.3662
562000 0.0278275 -0.00791734 -0.00467357 24.4954
563000 0.0278775 -0.0123738 -0.00468851 9.18419
564000 0.0279275 -0.010983 0.000942703 96.1297
565000 0.0279775 -0.0119216 0.00126454 23.9172
566000 0.0280275 -0.0118076 -0.000972068 2.1638
567000 0.0280775 -0.00891786 -0.00277899 33.3501
568000 0.0281275 -0.0120723 -0.00217083 27.129
569000 0.0281775 -0.00860863 -0.00286726 44.6047
570000 0.0282275 -0.0117781 -0.00374637 18.9176
571000 0.0282775 -0.0121399 0.00195579 83.6932
572000 0.0283275 -0.00955679 -0.00794871 20.6464
573000 0.0283775 -0.00776447 -0.00696393 12.6513
574000 0.0284275 -0.0133754 -0.000725494 52.4157
575000 0.0284775 -0.01535 0.00147512 23.0315
576000 0.0285275 -0.0117898 -0.00257947 54.1072
577000 0.0285775 -0.0133646 -0.00420013 26.0065
578000 0.0286275 -0.0149284 -0.00295591 13.6967
579000 0.0286775 -0.0153259 -0.001897 6.79143
580000 0.0287275 -0.0131993 -0.00170845 31.9455
581000 0.0287775 -0.0138354 -0.000159852 16.1646
582000 0.0288275 -0.00683286 -0.00550926 31.0301
583000 0.0288775 -0.0139899 -0.00225084 81.5454
584000 0.0289275 -0.0103862 -0.00262448 57.9004
585000 0.0289775 -0.0112879 -0.00263204 -41.4398
586000 0.0290275 -0.0128501 -0.000793336 52.3173
587000 0.0290775 -0.00952185 -0.00442845 23.4147
588000 0.0291275 -0.0149757 0.00132803 27.0393
589000 0.0291775 -0.0130985 -0.00172169 58.3615
590000 0.0292275 -0.0116959 -0.000897953 80.0602
591000 0.0292775 -0.0114891 -0.0054016 16.186
592000 0.0293275 -0.0136973 -0.00201791 16.6974
593000 0.0293775 -0.0168995 0.000336424 56.5509
594000 0.0294275 -0.0151808 -0.00234942 -3.12433
595000 0.0294775 -0.015654 -0.000437256 31.3197
596000 0.0295275 -0.0194314 0.00454779 -24.6229
597000 0.0295775 -0.0155693 0.000311676 7.76827
598000 0.0296275 -0.0146821 -0.000506751 54.3858
599000 0.0296775 -0.0155936 0.00204322 18.8222
600000 0.0297275 -0.0201762 0.0041871 84.7512
601000 0.0297775 -0.0127543 -0.00360494 85.2567
602000 0.0298275 -0.0160417 -0.0010006 49.3314
603000 0.0298775 -0.0142058 -0.00114917 24.7744
604000 0.0299275 -0.0131445 -0.00344193 13.7033
605000 0.0299775 -0.0143713 -0.000630374 -20.9174
606000 0.0300275 -0.0193373 0.0005692 40.7322
607000 0.0300775 -0.0157878 -6.48847e-05 38.6899
608000 0.0301275 -0.0150299 -0.00336029 28.0103
609000 0.0301775 -0.0170747 -0.00324325 24.2999
610000 0.0302275 -0.014897 -0.00458888 14.0382
611000 0.0302775 -0.018423 -0.000144551 21.9493
612000 0.0303275 -0.015685 -0.00193204 53.3021
613000 0.0303775 -0.0161545 -0.00164646 -22.0506
614000 0.0304275 -0.0162622 -0.000561981 60.4554
615000 0.0304775 -0.0153648 -0.00210048 57.8924
616000 0.0305275 -0.0188627 0.00297679 46.022
617000 0.0305775 -0.0143785 0.000656875 21.0049
618000 0.0306275 -0.0128972 -0.00320102 38.2429
619000 0.0306775 -0.0162333 0.00185624 97.6266
620000 0.0307275 -0.0148951 0.000994785 36.1592
621000 0.0307775 -0.014925 -0.00218692 -13.651
622000 0.0308275 -0.0136323 -2.68786e-05 17.386
623000 0.0308775 -0.0118023 -0.00121727 72.6553
624000 0.0309275 -0.0141713 -0.00353327 19.5259
625000 0.0309775 -0.0127164 -0.00360136 17.8383
626000 0.0310275 -0.0195741 7.77757e-05 13.1146
627000 0.0310775 -0.0147316 -0.000507491 10.4601
628000 0.0311275 -0.0137733 0.00128201 93.5243
629000 0.0311775 -0.0162043 -3.26753e-05 32.7584
630000 0.0312275 -0.013835 -0.00215802 79.5252
631000 0.0312775 -0.0113615 -0.00351515 31.8362
632000 0.0313275 -0.0192737 0.000670872 45.3371
633000 0.0313775 -0.0187274 0.00265145 30.559
634000 0.0314275 -0.0139433 0.000737158 33.5633
635000 0.0314775 -0.0162737 0.00219986 67.9478
636000 0.0315275 -0.0182338 0.00222087 39.0821
637000 0.0315775 -0.0167608 -0.000368162 9.66039
638000 0.0316275 -0.016764 0.000197019 60.3159
639000 0.0316775 -0.0179377 0.00326432 70.7019
640000 0.0317275 -0.0161776 -0.000461676 77.584
641000 0.0317775 -0.0147376 -6.32283e-05 46.9992
642000 0.0318275 -0.0195508 0.00439337 56.3303
643000 0.0318775 -0.0150973 -0.00145491 74.3014
644000 0.0319275 -0.0126148 -0.00105924 28.8837
645000 0.0319775 -0.0149752 -0.00194615 35.9741
646000 0.0320275 -0.0138048 -0.000288775 23.5329
647000 0.0320775 -0.0141372 -0.00223537 16.2279
648000 0.0321275 -0.015453 -0.000771042 74.1274
649000 0.0321775 -0.011167 -0.00333148 24.6617
650000 0.0322275 -0.0160058 -0.000642464 25.6575
651000 0.0322775 -0.0163584 -0.00154743 40.3428
652000 0.0323275 -0.0156807 -0.00167178 7.85581
653000 0.0323775 -0.0164458 -0.00231135 31.0282
654000 0.0324275 -0.0147578 -0.000956601 43.8762
655000 0.0324775 -0.0156415 -0.00153103 44.9346
656000 0.0325275 -0.0117193 -0.00324443 40.5728
657000 0.0325775 -0.0138494 -0.00175656 8.08592
658000 0.0326275 -0.0114858 -0.0017327 77.1988
659000 0.0326775 -0.0140435 -0.00647004 24.0102
660000 0.0327275 -0.0107364 -0.00654039 53.0726
661000 0.0327775 -0.0178325 0.000298952 25.7272
662000 0.0328275 -0.0150532 0.00150763 41.0364
663000 0.0328775 -0.0187958 0.000609042 53.2202
664000 0.0329275 -0.0115337 -0.00418248 73.3779
665000 0.0329775 -0.0137774 -0.00283183 12.3277
666000 0.0330275 -0.0148446 -0.00240151 58.8208
667000 0.0330775 -0.013137 -0.00394014 102.931
668000 0.0331275 -0.0176132 -0.00166908 -5.92028
669000 0.0331775 -0.0142692 -0.00360805 59.8403
670000 0.0332275 -0.014486 -0.00190185 49.1636
671000 0.0332775 -0.0151771 -0.00281373 12.2079
672000 0.0333275 -0.0117006 -0.00276577 45.0487
673000 0.0333775 -0.0107585 -0.00687492 6.22408
674000 0.0334275 -0.014287 -0.00220979 14.1667
675000 0.0334775 -0.0161761 0.000245159 51.9664
676000 0.0335275 -0.0109297 -0.0046563 58.4888
677000 0.0335775 -0.00969935 -0.00465447 18.6269
678000 0.0336275 -0.0131942 -0.00229142 9.67763
679000 0.0336775 -0.0138413 -0.00456193 76.4601
680000 0.0337275 -0.0118273 -0.00589257 24.2002
681000 0.0337775 -0.0090284 -0.00824888 20.3033
682000 0.0338275 -0.0118506 -0.00420838 4.46441
683000 0.0338775 -0.0127977 -0.005222 38.4533
684000 0.0339275 -0.0140034 -0.00472921 25.3245
685000 0.0339775 -0.0112184 -0.00759342 13.8437
686000 0.0340275 -0.0141539 -0.00543458 66.0116
687000 0.0340775 -0.0136787 -0.00451647 -19.1778
688000 0.0341275 -0.00978971 -0.00464044 -2.09481
689000 0.0341775 -0.0135975 -0.00520861 78.2926
690000 0.0342275 -0.0160969 -0.00431504 25.8862
691000 0.0342775 -0.0113956 -0.00819874 93.8304
692000 0.0343275 -0.0138167 -0.00571561 -8.5319
693000 0.0343775 -0.0134643 -0.00536536 52.3321
694000 0.0344275 -0.0178418 -0.00265987 33.2661
695000 0.0344775 -0.0176726 -0.00141114 46.633
696000 0.0345275 -0.0127937 -0.00507906 35.8357
697000 0.0345775 -0.0144413 -0.00306937 34.0829
698000 0.0346275 -0.0133433 -0.00684007 32.6485
699000 0.0346775 -0.0172078 -0.00271195 96.7132
700000 0.0347275 -0.0158484 -0.00486636 -0.762729
701000 0.0347775 -0.0146711 -0.0060687 7.60678
702000 0.0348275 -0.011869 -0.00593701 82.8144
703000 0.0348775 -0.0149882 -0.00191487 26.0132
704000 0.0349275 -0.0168429 -0.00404226 32.8452
705000 0.0349775 -0.0143273 -0.00508496 60.6596
706000 0.0350275 -0.0128846 -0.00717908 21.5965
707000 0.0350775 -0.0145566 -0.00700857 8.36292
708000 0.0351275 -0.0116421 -0.00670377 12.8697
709000 0.0351775 -0.0135112 -0.00603053 4.51722
710000 0.0352275 -0.0128063 -0.00480634 42.1393
711000 0.0352775 -0.0167832 -0.00513495 -7.92849
712000 0.0353275 -0.01063 -0.00771528 3.49223
713000 0.0353775 -0.0119785 -0.0070709 -2.4968
714000 0.0354275 -0.00929157 -0.00771816 50.8269
715000 0.0354775 -0.0116833 -0.00544522 55.6828
716000 0.0355275 -0.014886 -0.000820762 42.0982
717000 0.0355775 -0.00934071 -0.0098205 -1.4373
718000 0.0356275 -0.0126115 -0.00764395 52.2915
719000 0.0356775 -0.0190246 -0.00339838 44.8216
720000 0.0357275 -0.0149207 -0.00356884 34.793
721000 0.0357775 -0.0126067 -0.00429505 7.77015
722000 0.0358275 -0.0166884 -0.00198275 23.501
723000 0.0358775 -0.0146022 -0.00572719 49.6153
724000 0.0359275 -0.0147432 -0.00463632 87.9855
725000 0.0359775 -0.0154568 -0.00229731 15.2577
726000 0.0360275 -0.0149499 -0.0054887 43.8631
727000 0.0360775 -0.00935629 -0.00950829 49.7835
728000 0.0361275 -0.0155544 -0.00482072 38.6653
729000 0.0361775 -0.015776 -0.00397776 12.4588
730000 0.0362275 -0.0147483 -0.00427292 48.7196
731000 0.0362775 -0.0163372 -0.00292196 70.7255
732000 0.0363275 -0.0133102 -0.00683516 33.473
733000 0.0363775 -0.0125135 -0.00789509 66.6649
734000 0.0364275 -0.0165579 -0.00526786 4.69735
735000 0.0364775 -0.0168167 -0.00670085 34.7967
736000 0.0365275 -0.0153408 -0.00635591 63.638
737000 0.0365775 -0.0148839 -0.0026561 31.4562
738000 0.0366275 -0.015086 -0.0057537 28.8846
739000 0.0366775 -0.014981 -0.00796727 47.2767
740000 0.0367275 -0.0149254 -0.0049058 39.4213
741000 0.0367775 -0.0145603 -0.00576379 69.161
742000 0.0368275 -0.0123371 -0.00549613 64.732
743000 0.0368775 -0.0187004 -0.00417885 48.0194
744000 0.0369275 -0.0116024 -0.00957758 -14.668
745000 0.0369775 -0.0151477 -0.0055674 57.3669
746000 0.0370275 -0.0186161 -0.00448868 76.8201
747000 0.0370775 -0.0146783 -0.00495626 15.9874
748000 0.0371275 -0.0139939 -0.00460098 73.3641
749000 0.0371775 -0.0154754 -0.00646518 69.8411
750000 0.0372275 -0.0183776 -0.00609028 44.7471
751000 0.0372775 -0.0158406 -0.00366512 55.4912
752000 0.0373275 -0.0143707 -0.00677622 33.6595
753000 0.0373775 -0.0177463 -0.00536065 21.0529
754000 0.0374275 -0.0153492 -0.00567979 21.4828
755000 0.0374775 -0.0125801 -0.0101653 69.1752
756000 0.0375275 -0.0168286 -0.00590716 59.8129
757000 0.0375775 -0.0179013 -0.00344664 41.0244
758000 0.0376275 -0.0147846 -0.0075253 42.0765
759000 0.0376775 -0.016129 -0.00593932 45.5179
760000 0.0377275 -0.0184643 -0.00709508 18.2784
761000 0.0377775 -0.0156825 -0.00454882 78.6752
762000 0.0378275 -0.0140931 -0.00667006 88.1365
763000 0.0378775 -0.0121736 -0.00943139 4.2427
764000 0.0379275 -0.0137541 -0.00718666 33.9933
765000 0.0379775 -0.0172933 -0.00569118 77.4373
766000 0.0380275 -0.0114957 -0.0101498 42.895
767000 0.0380775 -0.0129882 -0.00860002 30.1426
768000 0.0381275 -0.0152049 -0.00619218 84.8114
769000 0.0381775 -0.0102941 -0.00983355 31.2825
770000 0.0382275 -0.014291 -0.00483996 63.122
771000 0.0382775 -0.0162045 -0.00589758 93.2583
772000 0.0383275 -0.0142694 -0.010451 58.1493
773000 0.0383775 -0.0126919 -0.00742728 54.3024
774000 0.0384275 -0.0135808 -0.00845667 25.724
775000 0.0384775 -0.0151029 -0.00659223 38.3228
776000 0.0385275 -0.0127186 -0.00805531 35.4585
777000 0.0385775 -0.0153883 -0.00834477 70.3378
778000 0.0386275 -0.014167 -0.00721994 33.9786
779000 0.0386775 -0.0168353 -0.00688323 55.9876
780000 0.0387275 -0.0123374 -0.00809744 13.2089
781000 0.0387775 -0.011214 -0.0119687 20.02
782000 0.0388275 -0.0102116 -0.0114353 43.0137
783000 0.0388775 -0.0143043 -0.00574712 77.4287
784000 0.0389275 -0.0156953 -0.0057882 47.084
785000 0.0389775 -0.0156803 -0.00726802 52.9925
786000 0.0390275 -0.0140493 -0.00899525 69.8023
787000 0.0390775 -0.0119803 -0.00807707 56.4408
788000 0.0391275 -0.0151271 -0.0091591 52.8284
789000 0.0391775 -0.0106251 -0.0110525 60.5679
790000 0.0392275 -0.0142003 -0.00689442 24.2846
791000 0.0392775 -0.0185469 -0.00250292 59.5567
792000 0.0393275 -0.0121487 -0.0116069 73.4652
793000 0.0393775 -0.0102561 -0.0103976 46.5768
794000 0.0394275 -0.010711 -0.00998075 25.5274
795000 0.0394775 -0.00918015 -0.0123788 47.2941
796000 0.0395275 -0.010105 -0.0113966 54.0851
797000 0.0395775 -0.01147 -0.0122798 82.2383
798000 0.0396275 -0.0109327 -0.00965022 40.8669
799000 0.0396775 -0.0140589 -0.00847605 19.2978
800000 0.0397275 -0.0163633 -0.00832269 68.3014
801000 0.0397775 -0.00796106 -0.0123662 31.7158
802000 0.0398275 -0.01084 -0.0127261 11.0828
803000 0.0398775 -0.0136087 -0.0106594 54.7953
804000 0.0399275 -0.0132378 -0.00896714 38.5266
805000 0.0399775 -0.0108902 -0.00921554 59.0532
806000 0.0400275 -0.00816424 -0.0137833 60.3086
807000 0.0400775 -0.0111647 -0.0115143 -25.0442
808000 0.0401275 -0.0131531 -0.00639853 84.6265
809000 0.0401775 -0.0106721 -0.0110419 32.2819
810000 0.0402275 -0.0139753 -0.00908888 41.6203
811000 0.0402775 -0.0129033 -0.0125321 47.1384
812000 0.0403275 -0.0150577 -0.00943671 30.2131
813000 0.0403775 -0.0136995 -0.00917242 38.398
814000 0.0404275 -0.0160059 -0.0110512 51.1981
815000 0.0404775 -0.0155817 -0.00799733 75.0774
816000 0.0405275 -0.0139546 -0.00838061 29.7798
817000 0.0405775 -0.010885 -0.0126651 75.3527
818000 0.0406275 -0.0129305 -0.0109946 91.027
819000 0.0406775 -0.0113317 -0.0113993 20.2024
820000 0.0407275 -0.0103978 -0.0119503 29.8909
821000 0.0407775 -0.0146038 -0.00801284 53.3029
822000 0.0408275 -0.0161909 -0.00549219 52.0375
823000 0.0408775 -0.0133969 -0.00865747 43.7
824000 0.0409275 -0.0176334 -0.00659875 12.5825
825000 0.0409775 -0.0143399 -0.00810855 6.29169
826000 0.0410275 -0.0160945 -0.0067202 126.822
827000 0.0410775 -0.0163973 -0.00722279 38.9576
828000 0.0411275 -0.0135587 -0.00950631 9.97026
829000 0.0411775 -0.0105413 -0.0116494 22.7319
830000 0.0412275 -0.0149047 -0.00671117 44.4811
831000 0.0412775 -0.0142438 -0.0105183 18.4626
832000 0.0413275 -0.0177834 -0.00806971 50.3845
833000 0.0413775 -0.0157243 -0.0102334 6.91993
834000 0.0414275 -0.0152084 -0.00934254 15.9231
835000 0.0414775 -0.0163295 -0.00638941 84.3836
836000 0.0415275 -0.0160013 -0.00664398 86.7089
837000 0.0415775 -0.0144245 -0.0100945 40.0265
838000 0.0416275 -0.018326 -0.00622788 42.1178
839000 0.0416775 -0.0186611 -0.00336177 37.646
840000 0.0417275 -0.0170943 -0.00781147 47.5515
841000 0.0417775 -0.0130885 -0.0103383 28.832
842000 0.0418275 -0.0151914 -0.00361888 72.3025
843000 0.0418775 -0.0120045 -0.0112384 91.1626
844000 0.0419275 -0.0134417 -0.0101225 30.7504
845000 0.0419775 -0.0173108 -0.0028789 72.9541
846000 0.0420275 -0.014876 -0.0080275 69.2028
847000 0.0420775 -0.0150883 -0.00983266 28.8375
848000 0.0421275 -0.0169691 -0.00499038 81.6368
849000 0.0421775 -0.0151891 -0.0103648 31.5671
850000 0.0422275 -0.0114522 -0.0115553 65.0956
851000 0.0422775 -0.0149051 -0.00884325 55.5261
852000 0.0423275 -0.0163665 -0.00220707 29.9426
853000 0.0423775 -0.0161687 -0.0090849 39.5937
854000 0.0424275 -0.013876 -0.00818706 44.3525
855000 0.0424775 -0.0158547 -0.00740627 -10.4104
856000 0.0425275 -0.0125084 -0.0113669 40.7919
857000 0.0425775 -0.0125816 -0.0100806 20.7035
858000 0.0426275 -0.0149365 -0.00677069 3.36488
859000 0.0426775 -0.0145036 -0.00718757 73.2919
860000 0.0427275 -0.0149283 -0.00743481 82.3317
861000 0.0427775 -0.0143569 -0.00826448 49.8261
862000 0.0428275 -0.0139619 -0.00981882 67.8584
863000 0.0428775 -0.00996458 -0.0157646 35.2696
864000 0.0429275 -0.0138616 -0.0100123 6.9769
865000 0.0429775 -0.0128573 -0.0114511 68.5434
866000 0.0430275 -0.0146494 -0.0118611 16.3927
867000 0.0430775 -0.0171927 -0.00953301 25.319
868000 0.0431275 -0.0163862 -0.0108399 16.5701
869000 0.0431775 -0.0162702 -0.00853713 41.1732
870000 0.0432275 -0.023385 -0.0014563 47.4261
871000 0.0432775 -0.0181391 -0.00727085 29.9919
872000 0.0433275 -0.0178274 -0.0080321 42.4207
873000 0.0433775 -0.0197015 -0.00586071 42.535
874000 0.0434275 -0.0217916 -0.00372608 13.7718
875000 0.0434775 -0.0170101 -0.00917008 18.6683
876000 0.0435275 -0.0180467 -0.00727612 40.9297
877000 0.0435775 -0.0200311 -0.00528112 3.44238
878000 0.0436275 -0.0169001 -0.00927514 22.0956
879000 0.0436775 -0.0155368 -0.00767593 100.756
880000 0.0437275 -0.0187533 -0.00678133 44.5058
881000 0.0437775 -0.0158282 -0.00848716 22.9778
882000 0.0438275 -0.0159791 -0.00623681 23.7498
883000 0.0438775 -0.0154865 -0.00943379 42.1483
884000 0.0439275 -0.0193808 -0.00760504 106.146
885000 0.0439775 -0.0172957 -0.00815851 48.1115
886000 0.0440275 -0.0142635 -0.00965121 -1.3338
887000 0.0440775 -0.0175539 -0.00636495 25.839
888000 0.0441275 -0.0161854 -0.00937447 -5.84669
889000 0.0441775 -0.0135145 -0.0112897 84.7783
890000 0.0442275 -0.0190191 -0.00874177 40.8556
891000 0.0442775 -0.0174043 -0.00707138 56.3516
892000 0.0443275 -0.0173192 -0.00888406 33.601
893000 0.0443775 -0.0120995 -0.0153267 52.1385
894000 0.0444275 -0.0170251 -0.0099848 55.8148
895000 0.0444775 -0.0135731 -0.0119308 60.9651
896000 0.0445275 -0.0124936 -0.0148196 88.0599
897000 0.0445775 -0.0157055 -0.0110545 44.6826
898000 0.0446275 -0.0151172 -0.0119217 37.373
899000 0.0446775 -0.0172082 -0.0085287 57.3721
900000 0.0447275 -0.0159964 -0.0125408 -21.9624
901000 0.0447775 -0.0107454 -0.0145303 52.4652
902000 0.0448275 -0.0160505 -0.0107788 35.1338
903000 0.0448775 -0.014278 -0.014371 -11.0076
904000 0.0449275 -0.0122952 -0.0111902 68.5359
905000 0.0449775 -0.0174675 -0.0113059 16.4623
906000 0.0450275 -0.0149989 -0.0116828 84.0344
907000 0.0450775 -0.0111476 -0.0124604 57.4753
908000 0.0451275 -0.0151372 -0.00883879 48.9715
909000 0.0451775 -0.013069 -0.014066 70.5048
910000 0.0452275 -0.0175498 -0.00907091 28.0699
911000 0.0452775 -0.0157141 -0.009404 40.3372
912000 0.0453275 -0.0110238 -0.015833 8.22724
913000 0.0453775 -0.0138613 -0.0108749 76.816
914000 0.0454275 -0.0144444 -0.0109405 -10.9296
915000 0.0454775 -0.0165907 -0.010175 58.0689
916000 0.0455275 -0.0136842 -0.0133917 62.0873
917000 0.0455775 -0.0136118 -0.0127842 40.0907
918000 0.0456275 -0.0175912 -0.00921535 29.7802
919000 0.0456775 -0.0139857 -0.0106475 22.4602
920000 0.0457275 -0.0150098 -0.012616 50.9015
921000 0.0457775 -0.0155123 -0.0141089 33.8521
922000 0.0458275 -0.0145741 -0.0151046 14.4302
923000 0.0458775 -0.0136347 -0.0129313 20.0848
924000 0.0459275 -0.0134369 -0.014278 29.8471
925000 0.0459775 -0.0154455 -0.0134627 25.4319
926000 0.0460275 -0.0180987 -0.00994246 70.945
927000 0.0460775 -0.0131584 -0.0146678 66.9837
928000 0.0461275 -0.00904876 -0.0156608 27.5487
929000 0.0461775 -0.0139167 -0.0121346 77.2577
930000 0.0462275 -0.0166287 -0.0110166 23.603
931000 0.0462775 -0.0164193 -0.0119195 30.34
932000 0.0463275 -0.0153054 -0.0129429 30.0803
933000 0.0463775 -0.0159327 -0.0123702 71.3262
934000 0.0464275 -0.0174472 -0.0103776 74.0696
935000 0.0464775 -0.0174322 -0.00978868 37.9005
936000 0.0465275 -0.0194275 -0.010568 45.0076
937000 0.0465775 -0.0189044 -0.00692306 46.9083
938000 0.0466275 -0.0148408 -0.0122972 34.2747
939000 0.0466775 -0.0173215 -0.00934811 52.3389
940000 0.0467275 -0.0155469 -0.0128559 46.6551
941000 0.0467775 -0.0153925 -0.0114523 59.7687
942000 0.0468275 -0.0187772 -0.011566 41.1795
943000 0.0468775 -0.015011 -0.0111031 12.1957
944000 0.0469275 -0.0163573 -0.0122824 68.5917
945000 0.0469775 -0.0141427 -0.0144618 16.301
946000 0.0470275 -0.0151702 -0.0135209 61.6739
947000 0.0470775 -0.0175909 -0.0101851 82.8977
948000 0.0471275 -0.0212774 -0.00807234 52.7514
949000 0.0471775 -0.0180938 -0.00860855 22.0546
950000 0.0472275 -0.0146565 -0.0127014 43.145
951000 0.0472775 -0.0163228 -0.0107035 -9.95388
952000 0.0473275 -0.0161527 -0.00993602 77.8259
953000 0.0473775 -0.0158143 -0.0136689 64.4498
954000 0.0474275 -0.0145574 -0.0118989 22.7941
955000 0.0474775 -0.0190219 -0.010237 11.9884
956000 0.0475275 -0.0220391 -0.00591503 4.28044
957000 0.0475775 -0.0155497 -0.010439 32.5849
958000 0.0476275 -0.0137228 -0.0142212 68.5318
959000 0.0476775 -0.015991 -0.0129252 68.4215
960000 0.0477275 -0.0164179 -0.0107608 71.4315
961000 0.0477775 -0.0118082 -0.0143799 18.7008
962000 0.0478275 -0.0160972 -0.0121378 46.7264
963000 0.0478775 -0.0162151 -0.0101024 30.3409
964000 0.0479275 -0.0174407 -0.0106684 49.9063
965000 0.0479775 -0.0190752 -0.00810726 83.1097
966000 0.0480275 -0.0205125 -0.00969433 25.6919
967000 0.0480775 -0.017987 -0.0113978 42.7281
968000 0.0481275 -0.0150811 -0.0103651 108.677
969000 0.0481775 -0.0149013 -0.0159382 22.8113
970000 0.0482275 -0.0143481 -0.0160423 31.5594
971000 0.0482775 -0.0133328 -0.0146542 56.3319
972000 0.0483275 -0.0152859 -0.0132065 49.0112
973000 0.0483775 -0.0168811 -0.0121498 19.2489
974000 0.0484275 -0.0143904 -0.0158745 1.7881
975000 0.0484775 -0.0183448 -0.0150466 65.9283
976000 0.0485275 -0.0167216 -0.0147802 42.1061
977000 0.0485775 -0.0140689 -0.0163461 42.3745
978000 0.0486275 -0.0146201 -0.0144376 69.9077
979000 0.0486775 -0.0177292 -0.013244 41.9021
980000 0.0487275 -0.0243302 -0.00878958 -4.45412
981000 0.0487775 -0.019065 -0.015809 15.3752
982000 0.0488275 -0.0179127 -0.0138094 34.4592
983000 0.0488775 -0.0191674 -0.011057 30.7169
984000 0.0489275 -0.0198399 -0.0117922 32.9732
985000 0.0489775 -0.0183639 -0.0123552 6.59543
986000 0.0490275 -0.0137929 -0.0157763 89.554
987000 0.0490775 -0.0184725 -0.0130556 19.4459
988000 0.0491275 -0.0138506 -0.0152812 49.7104
989000 0.0491775 -0.0158506 -0.0150163 64.7458
990000 0.0492275 -0.0181835 -0.0134019 27.7446
991000 0.0492775 -0.0197326 -0.0128253 41.8317
992000 0.0493275 -0.01859 -0.0111783 66.4963
993000 0.0493775 -0.0213942 -0.00993104 5.74451
994000 0.0494275 -0.0184891 -0.0117984 28.3319
995000 0.0494775 -0.0205451 -0.0132121 35.0657
996000 0.0495275 -0.0164688 -0.0156589 1.14767
997000 0.0495775 -0.0196901 -0.0130571 24.3225
998000 0.0496275 -0.0183677 -0.012901 12.9808
999000 0.0496775 -0.0178796 -0.0148649 28.036
1000000 0.0497275 -0.0212071 -0.0126235 34.9346
1001000 0.0497775 -0.0242521 -0.00550749 34.568
1002000 0.0498275 -0.0236148 -0.00618286 81.4362
1003000 0.0498775 -0.0187821 -0.0106607 3.8855
1004000 0.0499275 -0.0190268 -0.0130946 31.1757
1005000 0.0499775 -0.0216888 -0.0104449 32.8452
